STATE_UT,DISTRICT,BLOCK,VILLAGE,LATITUDE,LONGITUDE,DATE,DTWL,
Andhra Pradesh,Alluri Sitharama Raju,Addateegala,Addateegala,17.46330,82.02710,10-01-2026,7.58,
Andhra Pradesh,Alluri Sitharama Raju,Addateegala,Mallavaram Mammilu,17.50320,82.01240,10-01-2026,4.21,
Andhra Pradesh,Alluri Sitharama Raju,Ananthagiri,Kottur,18.20740,83.07430,10-01-2026,3.73,
Andhra Pradesh,Alluri Sitharama Raju,Araku Valley,Araku,18.32070,82.88140,10-01-2026,4.55,
Andhra Pradesh,Alluri Sitharama Raju,Araku Valley,Aruku,18.32500,82.87930,10-01-2026,7.93,
Andhra Pradesh,Alluri Sitharama Raju,Araku Valley,Sunkarametta,18.27850,82.96694,10-01-2026,2.55,
Andhra Pradesh,Alluri Sitharama Raju,Chintapalle,Lambasingi,17.80710,82.49590,10-01-2026,1.21,
Andhra Pradesh,Alluri Sitharama Raju,Chintapalle,Lotugadda,17.85540,82.43610,10-01-2026,0.66,
Andhra Pradesh,Alluri Sitharama Raju,Chintoor,Chintoor,17.75600,81.38700,10-01-2026,5.61,
Andhra Pradesh,Alluri Sitharama Raju,Chintoor,Chirevalli,17.59458,81.08560,10-01-2026,2.69,
Andhra Pradesh,Alluri Sitharama Raju,Chintoor,Edugarallapalli,17.74267,81.17827,10-01-2026,4.5,
Andhra Pradesh,Alluri Sitharama Raju,Chintoor,Mothugudem,17.82787,81.63193,10-01-2026,1.7,
Andhra Pradesh,Alluri Sitharama Raju,Chintoor,Sarivela,17.78168,81.28287,10-01-2026,2.7,
Andhra Pradesh,Alluri Sitharama Raju,Gudem Kotha Veedhi,Chaprati,17.76430,82.28963,10-01-2026,5.06,
Andhra Pradesh,Alluri Sitharama Raju,Hukumpeta,Kontela,18.13860,82.68780,10-01-2026,3.15,
Andhra Pradesh,Alluri Sitharama Raju,Koyyuru,Koyyuru,17.65990,82.21940,10-01-2026,0.67,
Andhra Pradesh,Alluri Sitharama Raju,Maredumilli,Maredumilli,17.59610,81.71548,10-01-2026,4.09,
Andhra Pradesh,Alluri Sitharama Raju,Nellipaka,Lakshmipuram,17.71967,81.04836,10-01-2026,4.6,
Andhra Pradesh,Alluri Sitharama Raju,Paderu,Minimuluru,18.03690,82.69990,10-01-2026,8.8,
Andhra Pradesh,Alluri Sitharama Raju,Paderu,Paderu,18.07950,82.67350,10-01-2026,8.35,
Andhra Pradesh,Alluri Sitharama Raju,Paderu,Vontlamamidi,17.97460,82.73340,10-01-2026,2.42,
Andhra Pradesh,Alluri Sitharama Raju,Peda Bayalu,Gamparai,18.18250,82.63740,10-01-2026,2.61,
Andhra Pradesh,Alluri Sitharama Raju,Rajavommangi,Jaddangi,17.48550,82.15820,10-01-2026,4.61,
Andhra Pradesh,Alluri Sitharama Raju,Rajavommangi,Lagarai,17.57350,82.19220,10-01-2026,3.16,
Andhra Pradesh,Alluri Sitharama Raju,Rajavommangi,Rajavommangi,17.54080,82.22290,10-01-2026,1.89,
Andhra Pradesh,Alluri Sitharama Raju,Rampachodavaram,Chelakaveedhi,17.46130,81.67100,10-01-2026,4.19,
Andhra Pradesh,Alluri Sitharama Raju,Rampachodavaram,Folkspeta,17.31390,81.83980,10-01-2026,2.12,
Andhra Pradesh,Alluri Sitharama Raju,Rampachodavaram,Rampachodavaram,17.44020,81.78050,10-01-2026,8.07,
Andhra Pradesh,Alluri Sitharama Raju,Y. Ramavaram,Chaviti Tibalu,17.61830,81.98540,10-01-2026,1.06,
Andhra Pradesh,Alluri Sitharama Raju,Y. Ramavaram,P. Yerragonda,17.65830,81.94920,10-01-2026,3.97,
Andhra Pradesh,Anakapalli,Anakapalle,Anakapalli,17.68095,82.98170,10-01-2026,2.18,
Andhra Pradesh,Anakapalli,Butchayyapeta,L.Singavaram,17.81936,82.83775,10-01-2026,1.76,
Andhra Pradesh,Anakapalli,Chodavaram,Chodavaram,17.82420,82.94320,10-01-2026,0.85,
Andhra Pradesh,Anakapalli,Golugonda,Mallampet,17.67405,82.44868,10-01-2026,0.9,
Andhra Pradesh,Anakapalli,Golugonda,Pata K.D.Peta,17.67230,82.36190,10-01-2026,1.43,
Andhra Pradesh,Anakapalli,Narsipatnam,Narsipatnam,17.67606,82.59564,10-01-2026,1.5,
Andhra Pradesh,Anakapalli,Paravada,Dharmarayudupeta,17.77990,83.21590,10-01-2026,4.5,
Andhra Pradesh,Anakapalli,Rambilli,Pudimadaka,17.49280,83.00237,10-01-2026,2.45,
Andhra Pradesh,Anakapalli,Ravikamatham,Kothakota,17.75620,82.70510,10-01-2026,5,
Andhra Pradesh,Anakapalli,Ravikamatham,Medivoda,17.78451,82.77914,10-01-2026,3.04,
Andhra Pradesh,Anakapalli,Rolugunta,Rolugunta,17.71290,82.66680,10-01-2026,2.51,
Andhra Pradesh,Anakapalli,S.Rayavaram,Gurrajupeta,17.40054,82.76798,10-01-2026,2.11,
Andhra Pradesh,Anakapalli,S.Rayavaram,Rayavaram,17.45476,82.80249,10-01-2026,1.53,
Andhra Pradesh,Anakapalli,Sabbavaram,Sabbavaram,17.79210,83.12990,10-01-2026,3.45,
Andhra Pradesh,Anakapalli,Yelamanchili,Yelamanchili,17.54635,82.85566,10-01-2026,4.02,
Andhra Pradesh,ANANTAPUR,,,14.24310,78.26250,10-01-2026,10.78,
Andhra Pradesh,Ananthapuramu,Atmakur,Waddipalli,14.67769,77.45620,10-01-2026,3.69,
Andhra Pradesh,Ananthapuramu,Beluguppa,Ramasagram,14.72320,77.25600,10-01-2026,5.45,
Andhra Pradesh,Ananthapuramu,Beluguppa,Ramasagram,14.72320,77.25600,10-01-2026,6,
Andhra Pradesh,Ananthapuramu,Bukkarayasamudram,Regadikotturu,14.76639,77.62333,10-01-2026,2.95,
Andhra Pradesh,Ananthapuramu,Gooty,Brahmanapalli,15.06780,77.54240,10-01-2026,1.7,
Andhra Pradesh,Ananthapuramu,Gooty,Gooty,15.11320,77.61550,10-01-2026,2.93,
Andhra Pradesh,Ananthapuramu,Gooty,Gooty,15.11790,77.64000,10-01-2026,2.67,
Andhra Pradesh,Ananthapuramu,Gummagatta,Gummagatta,14.56944,76.86694,10-01-2026,1.33,
Andhra Pradesh,Ananthapuramu,Guntakal,Guntakal,15.15571,77.38370,10-01-2026,1.13,
Andhra Pradesh,Ananthapuramu,Kalyandrug,Kalyandurg,14.54830,77.10710,10-01-2026,3,
Andhra Pradesh,Ananthapuramu,Kambadur,Yeguvapalli,14.48850,77.27180,10-01-2026,2.78,
Andhra Pradesh,Ananthapuramu,Kundurpi,Bodapalli,14.39900,77.07700,10-01-2026,19.57,
Andhra Pradesh,Ananthapuramu,Narpala,Nayanapalle,14.80200,77.81370,10-01-2026,7.1,
Andhra Pradesh,Ananthapuramu,Putlur,Kummanamala,14.72583,77.94139,10-01-2026,13.78,
Andhra Pradesh,Ananthapuramu,Putlur,Putlur,14.80788,77.96548,10-01-2026,20.05,
Andhra Pradesh,Ananthapuramu,Rayadurg,Rayadurg,14.70540,76.84840,10-01-2026,4.95,
Andhra Pradesh,Ananthapuramu,Settur,Chinnampalli,14.47016,77.06235,10-01-2026,14.01,
Andhra Pradesh,Ananthapuramu,Singanamala,Sivapuram,14.77880,77.72690,10-01-2026,7.53,
Andhra Pradesh,Ananthapuramu,Singanamala,Sivapuram,14.77880,77.72690,10-01-2026,7.81,
Andhra Pradesh,Ananthapuramu,Tadipatri,Venkatareddy Palli,14.97250,78.02680,10-01-2026,15.97,
Andhra Pradesh,Ananthapuramu,Vajrakarur,Vajrakarur,15.02230,77.38250,10-01-2026,11.79,
Andhra Pradesh,Ananthapuramu,Vajrakarur,Vajrakarur,15.03043,77.38311,10-01-2026,5.52,
Andhra Pradesh,Ananthapuramu,Yadiki,N. Chekkepalli,15.05600,77.92160,10-01-2026,18.56,
Andhra Pradesh,Ananthapuramu,Yadiki,Peddapeta,15.05460,77.83720,10-01-2026,27.59,
Andhra Pradesh,Ananthapuramu,Yadiki,Yadiki,15.04820,77.86780,10-01-2026,10.67,
Andhra Pradesh,Ananthapuramu,Yellanur,Kalluru,14.61188,78.04130,10-01-2026,0.05,
Andhra Pradesh,Ananthapuramu,Yellanur,Kalluru,14.61188,78.04130,10-01-2026,0.5,
Andhra Pradesh,Annamayya,B.Kothakota,Kandlamadugu,13.66631,78.41837,10-01-2026,0.32,
Andhra Pradesh,Annamayya,Chinnamandem,Chinnamandyam,13.94948,78.68845,10-01-2026,3.56,
Andhra Pradesh,Annamayya,Chinnamandem,Keshapuram,13.89779,78.65647,10-01-2026,5.63,
Andhra Pradesh,Annamayya,Chinnamandem,Keshapuram,13.89779,78.65647,10-01-2026,6.43,
Andhra Pradesh,Annamayya,Chinnamandem,Maloor,13.98845,78.68996,10-01-2026,4.96,
Andhra Pradesh,Annamayya,Chinnamandem,T Sakibanda,13.99750,78.65139,10-01-2026,7.39,
Andhra Pradesh,Annamayya,Galiveedu,Galiveedu,14.02485,78.50272,10-01-2026,1.15,
Andhra Pradesh,Annamayya,Gurramkonda,Guttakindapalle,13.88114,78.60241,10-01-2026,4.66,
Andhra Pradesh,Annamayya,Kalakada,Kalakoda,13.82753,78.78775,10-01-2026,6.84,
Andhra Pradesh,Annamayya,Kalakada,Papireddygaripalli,13.75280,78.73333,10-01-2026,18.71,
Andhra Pradesh,Annamayya,Kalikiri,Gundloor,13.75861,78.79602,10-01-2026,0.08,
Andhra Pradesh,Annamayya,Kambhamvaripalle,Gundrevari,13.86327,78.89526,10-01-2026,1.92,
Andhra Pradesh,Annamayya,Kodur,Ballelpalle,13.87541,79.38370,10-01-2026,4.2,
Andhra Pradesh,Annamayya,Kodur,Kodur,13.95871,79.35315,10-01-2026,4.98,
Andhra Pradesh,Annamayya,Lakkireddipalle,Lakkireddipalli,14.18490,78.70151,10-01-2026,7.66,
Andhra Pradesh,Annamayya,Lakkireddipalle,Somalavandlapalli,14.13306,78.62861,10-01-2026,4.82,
Andhra Pradesh,Annamayya,Madanapalle,Basani Khonda,13.55127,78.52982,10-01-2026,2.1,
Andhra Pradesh,Annamayya,Nimmanapalle,Chintaparti,13.64421,78.70485,10-01-2026,1.04,
Andhra Pradesh,Annamayya,Nimmanapalle,Mustoor,13.54745,78.83317,10-01-2026,4.11,
Andhra Pradesh,Annamayya,Nimmanapalle,Nimmanapalle,13.57053,78.66868,10-01-2026,2.43,
Andhra Pradesh,Annamayya,Peddathippasamudram,Kandukuru,13.76096,78.16043,10-01-2026,13.36,
Andhra Pradesh,Annamayya,Peddathippasamudram,Pulikallu,13.77380,78.22435,10-01-2026,1.43,
Andhra Pradesh,Annamayya,Penagalur,Vadipalli,14.24839,79.23571,10-01-2026,13.02,
Andhra Pradesh,Annamayya,Piler,Piler,13.65833,78.92805,10-01-2026,8,
Andhra Pradesh,Annamayya,Pullampeta,Pothanavaripally,14.14806,79.19836,10-01-2026,7.2,
Andhra Pradesh,Annamayya,Ramapuram,Guvvalacheruvu,14.29693,78.75230,10-01-2026,4.96,
Andhra Pradesh,Annamayya,Ramapuram,Ramapuram,14.19364,78.76031,10-01-2026,12.75,
Andhra Pradesh,Annamayya,T.Sundupalle,Appayagaripalli,14.08361,78.92167,10-01-2026,1.74,
Andhra Pradesh,Annamayya,T.Sundupalle,Konnidigaripalli,13.98899,78.95367,10-01-2026,1.83,
Andhra Pradesh,Annamayya,T.Sundupalle,Pincha,13.91567,78.99868,10-01-2026,4.83,
Andhra Pradesh,Annamayya,T.Sundupalle,Pujarivandlapally,14.04622,78.91012,10-01-2026,8.57,
Andhra Pradesh,Annamayya,T.Sundupalle,T.Sundupalli,13.97944,78.90945,10-01-2026,2.66,
Andhra Pradesh,Annamayya,Veeraballi,Sanipai,14.10753,78.94972,10-01-2026,3.17,
Andhra Pradesh,Bapatla,Addanki,Kotikalapudi,15.78083,79.93027,10-01-2026,5.66,
Andhra Pradesh,Bapatla,Amruthalur,Govada,16.06978,80.66747,10-01-2026,1.82,
Andhra Pradesh,Bapatla,Ballikurava,Vaidana Kopperapadu,15.96058,79.96261,10-01-2026,1.18,
Andhra Pradesh,Bapatla,Bapatla,Bapatla,15.91587,80.48235,10-01-2026,1.88,
Andhra Pradesh,Bapatla,Cherukupalle,Punnapalle,16.06112,80.70123,10-01-2026,2.35,
Andhra Pradesh,Bapatla,Cherukupalle,Yemminenivaripalem,16.35167,80.66500,10-01-2026,7.55,
Andhra Pradesh,Bapatla,Chirala,Vadarevu,15.79749,80.41105,10-01-2026,4.51,
Andhra Pradesh,Bapatla,Inkollu,Duddukuru,15.74255,80.17304,10-01-2026,1.82,
Andhra Pradesh,Bapatla,Inkollu,Inkolu,15.82630,80.19111,10-01-2026,1.65,
Andhra Pradesh,Bapatla,Inkollu,Nagandla,15.88417,80.14394,10-01-2026,1.98,
Andhra Pradesh,Bapatla,Karamchedu,Daggu Padu,15.87829,80.20987,10-01-2026,1.52,
Andhra Pradesh,Bapatla,Korisapadu,Medarmetla,15.72831,80.01559,10-01-2026,3.05,
Andhra Pradesh,Bapatla,Nizampatnam,Nijampatnam,15.90237,80.66387,10-01-2026,1.32,
Andhra Pradesh,Bapatla,Parchur,Nutalapadu,15.93478,80.23398,10-01-2026,1.62,
Andhra Pradesh,Bapatla,Vetapalem,Veta Palem,15.77425,80.30475,10-01-2026,1.92,
Andhra Pradesh,Chittoor,Bangarupalem,Bangarupalem,13.18673,78.90465,10-01-2026,3.67,
Andhra Pradesh,Chittoor,Chittoor,Chittoor,13.20750,79.09812,10-01-2026,2.15,
Andhra Pradesh,Chittoor,Gangadhara Nellore,Bangareddypalli,13.22028,79.21784,10-01-2026,5.28,
Andhra Pradesh,Chittoor,Gudipala,Nangamangalam,13.04117,79.18317,10-01-2026,1.1,
Andhra Pradesh,Chittoor,Karvetinagar,Karvetnagar,13.42624,79.45314,10-01-2026,3.62,
Andhra Pradesh,Chittoor,Kuppam,Adavimolakapalle,12.65479,78.36082,10-01-2026,62.4,
Andhra Pradesh,Chittoor,Nagari,Mudipalli,13.28858,79.54967,10-01-2026,8,
Andhra Pradesh,Chittoor,Nindra,Koppedu,13.40949,79.70541,10-01-2026,0.65,
Andhra Pradesh,Chittoor,Palamaner,M.Kotur,13.10369,78.75291,10-01-2026,1.09,
Andhra Pradesh,Chittoor,Palamaner,M.Kotur,13.10366,78.75289,10-01-2026,1.17,
Andhra Pradesh,Chittoor,Palamaner,Palamaneru,13.19831,78.74306,10-01-2026,0.15,
Andhra Pradesh,Chittoor,Peddapanjani,Peddapanjani,13.29200,78.68290,10-01-2026,11.1,
Andhra Pradesh,Chittoor,Pulicherla H/O Reddivarip,Kalluru,13.33544,79.00250,10-01-2026,3.28,
Andhra Pradesh,Chittoor,Pulicherla H/O Reddivarip,Meriguntala Gari Palli,13.56865,79.01537,10-01-2026,2.89,
Andhra Pradesh,Chittoor,Puthalapattu,Chittipirala,13.41714,79.12091,10-01-2026,2.56,
Andhra Pradesh,Chittoor,Puthalapattu,Kothapalli,13.42819,79.04733,10-01-2026,3.07,
Andhra Pradesh,Chittoor,Sodam,Battuvaripalli,13.54709,78.91663,10-01-2026,1.59,
Andhra Pradesh,Chittoor,Somala,Somala,13.47668,78.81051,10-01-2026,6.37,
Andhra Pradesh,Chittoor,Srirangarajapuram,Sindhurajapuram,13.28028,79.35111,10-01-2026,5.3,
Andhra Pradesh,Chittoor,Srirangarajapuram,Tayyuru,13.30289,79.31127,10-01-2026,2.23,
Andhra Pradesh,Chittoor,Thavanampalle,Kanipakkampatnam,13.26227,79.06040,10-01-2026,1.25,
Andhra Pradesh,Chittoor,Thavanampalle,Nallisettipalli,13.22188,79.03362,10-01-2026,8.42,
Andhra Pradesh,Chittoor,Vedurukuppam,Kondakindapalli,13.38309,79.27886,10-01-2026,2.55,
Andhra Pradesh,Chittoor,Yadamari,Muddu Ramapuram,13.10771,78.99415,10-01-2026,2.18,
Andhra Pradesh,Chittoor,Yadamari,Yadamari,13.16050,79.03833,10-01-2026,4.33,
Andhra Pradesh,Dr. B.R. Ambedkar Konaseem  Ainavilli,,Ainavalli,16.66130,82.01250,10-01-2026,1.52,
Andhra Pradesh,Dr. B.R. Ambedkar Konaseem  Ainavilli,,Mukteshwaram,16.66020,82.02460,10-01-2026,4.74,
Andhra Pradesh,Dr. B.R. Ambedkar Konaseem  Ainavilli,,Vilasa,16.61870,82.01950,10-01-2026,0.76,
Andhra Pradesh,Dr. B.R. Ambedkar Konaseem  Amalapuram,,Amalapuram,16.57340,82.00510,10-01-2026,2.29,
Andhra Pradesh,Dr. B.R. Ambedkar Konaseem  Amalapuram,,Amalapuram,16.56200,81.99560,10-01-2026,0.84,
Andhra Pradesh,Dr. B.R. Ambedkar Konaseem  Amalapuram,,Bandurlanka,16.58820,81.97380,10-01-2026,3,
Andhra Pradesh,Dr. B.R. Ambedkar Konaseem,Amalapuram,Janupalle,16.60167,82.01485,10-01-2026,0.96,
Andhra Pradesh,Dr. B.R. Ambedkar Konaseem,Ambajipeta,Ambajipeta,16.59330,81.95230,10-01-2026,2.57,
Andhra Pradesh,Dr. B.R. Ambedkar Konaseem,Ambajipeta,Chinalanka,16.65440,81.93810,10-01-2026,2.41,
Andhra Pradesh,Dr. B.R. Ambedkar Konaseem,Atreyapuram,Rally,16.77960,81.80270,10-01-2026,5.7,
Andhra Pradesh,Dr. B.R. Ambedkar Konaseem,I. Polavaram,Komaragiri,16.69630,82.18020,10-01-2026,1.28,
Andhra Pradesh,Dr. B.R. Ambedkar Konaseem,I. Polavaram,Muramalla,16.67280,82.16500,10-01-2026,1.79,
Andhra Pradesh,Dr. B.R. Ambedkar Konaseem,I. Polavaram,Yanam,16.72940,82.21410,10-01-2026,2.32,
Andhra Pradesh,Dr. B.R. Ambedkar Konaseem,Kothapeta,Kothapeta,16.71600,81.89770,10-01-2026,4.39,
Andhra Pradesh,Dr. B.R. Ambedkar Konaseem,Malikipuram,Malikipuram,16.41350,81.80470,10-01-2026,1.53,
Andhra Pradesh,Dr. B.R. Ambedkar Konaseem,Malikipuram,Pattipuram,16.40460,81.80582,10-01-2026,1.19,
Andhra Pradesh,Dr. B.R. Ambedkar Konaseem,Mamidikuduru,Appanapalle,16.53070,81.92340,10-01-2026,3.33,
Andhra Pradesh,Dr. B.R. Ambedkar Konaseem,Mamidikuduru,Pasarlapudi,16.52258,81.94868,10-01-2026,1.81,
Andhra Pradesh,Dr. B.R. Ambedkar Konaseem,Mandapeta,Dwarapudi,16.93870,81.91490,10-01-2026,34.3,
Andhra Pradesh,Dr. B.R. Ambedkar Konaseem,Mandapeta,Dwarapudi,16.93870,81.91490,10-01-2026,28.5,
Andhra Pradesh,Dr. B.R. Ambedkar Konaseem,Mandapeta,Dwarapudi,16.92700,81.91670,10-01-2026,1.7,
Andhra Pradesh,Dr. B.R. Ambedkar Konaseem,Mummidivaram,Mobalacherevu,16.61650,82.07310,10-01-2026,1.76,
Andhra Pradesh,Dr. B.R. Ambedkar Konaseem,Mummidivaram,Thanelankamulli,16.65620,82.12210,10-01-2026,1.79,
Andhra Pradesh,Dr. B.R. Ambedkar Konaseem,Pamarru,Kotipalle,16.69980,82.03800,10-01-2026,1.25,
Andhra Pradesh,Dr. B.R. Ambedkar Konaseem,Ravulapalem,Annaipeta,16.78980,82.06600,10-01-2026,1.32,
Andhra Pradesh,Dr. B.R. Ambedkar Konaseem,Ravulapalem,Delta Gannavarm,16.58790,81.88850,10-01-2026,1.5,
Andhra Pradesh,Dr. B.R. Ambedkar Konaseem,Ravulapalem,Draksharamam,16.79330,82.05670,10-01-2026,6.73,
Andhra Pradesh,Dr. B.R. Ambedkar Konaseem,Ravulapalem,Draksharamam,16.79210,82.06370,10-01-2026,3.67,
Andhra Pradesh,Dr. B.R. Ambedkar Konaseem,Ravulapalem,Vegayamma Peta,16.77640,82.08786,10-01-2026,2.73,
Andhra Pradesh,Dr. B.R. Ambedkar Konaseem,Sakhinetipalle,Antarvedi,16.33370,81.73320,10-01-2026,1.2,
Andhra Pradesh,East Godavari,Anaparthy,Anaparthy,16.93840,81.95420,10-01-2026,3.26,
Andhra Pradesh,East Godavari,Gokavaram,Bhavujipet,17.20830,81.84670,10-01-2026,5.68,
Andhra Pradesh,East Godavari,Gokavaram,Gokavaram,17.26530,81.84750,10-01-2026,2.52,
Andhra Pradesh,East Godavari,Gopalapuram,Chityala,17.08950,81.59660,10-01-2026,2.84,
Andhra Pradesh,East Godavari,Gopalapuram,Dondapudi,17.20970,81.54400,10-01-2026,7.01,
Andhra Pradesh,East Godavari,Gopalapuram,Gopalpuram,17.10110,81.54820,10-01-2026,3.16,
Andhra Pradesh,East Godavari,Kovvur,Kovvur,17.00360,81.74160,10-01-2026,1.22,
Andhra Pradesh,East Godavari,Kovvur,Seethampeta,16.92992,81.72161,10-01-2026,1.12,
Andhra Pradesh,East Godavari,Nidadavole,Goparam,16.91600,81.69720,10-01-2026,2.74,
Andhra Pradesh,East Godavari,Nidadavole,Nidadavolu,16.89470,81.67460,10-01-2026,1.45,
Andhra Pradesh,East Godavari,Rajahmundry Rural,Dowalaiswaram,16.93920,81.78660,10-01-2026,9.62,
Andhra Pradesh,East Godavari,Rajahmundry Rural,Dowalaiswaram,16.93920,81.78660,10-01-2026,8.58,
Andhra Pradesh,East Godavari,Rajahmundry Rural,Kolamuru,17.05950,81.80510,10-01-2026,3.29,
Andhra Pradesh,East Godavari,Rajahmundry Urban,Rajahmundry,17.01290,81.78280,10-01-2026,3.74,
Andhra Pradesh,East Godavari,Rajahmundry Urban,Rajahmundry,16.99150,81.77760,10-01-2026,2.69,
Andhra Pradesh,East Godavari,Rajahmundry Urban,Swarajyanagar,16.97260,81.78510,10-01-2026,0.95,
Andhra Pradesh,East Godavari,Seethanagaram,Vedulapalli,17.13386,81.71675,10-01-2026,3.33,
Andhra Pradesh,East Godavari,Thallapudi,Tadipudi,17.16330,81.65900,10-01-2026,1.74,
Andhra Pradesh,East Godavari,Thallapudi,Vegeshwarapuram,17.11080,81.67350,10-01-2026,1.86,
Andhra Pradesh,EAST GODAVARI,,,16.57380,82.00540,10-01-2026,9.71,
Andhra Pradesh,Eluru,Agiripalli,Vadlamanu,16.72076,80.80920,10-01-2026,1.43,
Andhra Pradesh,Eluru,Buttayagudem,Buttayagudem,17.19884,81.31882,10-01-2026,2.25,
Andhra Pradesh,Eluru,Chatrai,Polavaram,16.99011,80.91443,10-01-2026,47.02,
Andhra Pradesh,Eluru,Chatrai,Polavaram,16.99010,80.91437,10-01-2026,45.33,
Andhra Pradesh,Eluru,Chintalapudi,Chintalapudi,17.07048,80.98421,10-01-2026,2,
Andhra Pradesh,Eluru,Denduluru,Kovvali,16.73264,81.17549,10-01-2026,4.66,
Andhra Pradesh,Eluru,Dwarakatirumala,Lakshmipuram,16.93591,81.25314,10-01-2026,3.05,
Andhra Pradesh,Eluru,Eluru,Eluru,16.71082,81.11040,10-01-2026,2.39,
Andhra Pradesh,Eluru,Eluru,Eluru,16.70425,81.08515,10-01-2026,1.17,
Andhra Pradesh,Eluru,Jangareddigudem,Jangareddygudem,17.12102,81.30142,10-01-2026,4.68,
Andhra Pradesh,Eluru,Koyyalagudem,Kanapuram,17.18780,81.41756,10-01-2026,5.56,
Andhra Pradesh,Eluru,Kukkunur,Amaravaram,17.58533,81.00568,10-01-2026,3.5,
Andhra Pradesh,Eluru,Kukkunur,Kukkunur,17.55514,81.16535,10-01-2026,4.22,
Andhra Pradesh,Eluru,Lingapalem,Dharmajigudem,16.89332,80.93496,10-01-2026,3.34,
Andhra Pradesh,Eluru,Mandavalli,Kaikaluru,16.54512,81.20063,10-01-2026,1.72,
Andhra Pradesh,Eluru,Mandavalli,Mandavalli,16.51776,81.16381,10-01-2026,1.16,
Andhra Pradesh,Eluru,Mudinepalle,Bomminampadu,16.47353,81.21706,10-01-2026,1.92,
Andhra Pradesh,Eluru,Mudinepalle,Kopparagudem,16.40833,81.17411,10-01-2026,1.68,
Andhra Pradesh,Eluru,Mudinepalle,Singarayapalem,16.41075,81.15158,10-01-2026,1.4,
Andhra Pradesh,Eluru,Nidamarru,Nidamarru,16.72254,81.41918,10-01-2026,2.46,
Andhra Pradesh,Eluru,Nuzvid,Nuzivedu,16.78681,80.85500,10-01-2026,2.33,
Andhra Pradesh,Eluru,Polavaram,Gutala,17.18473,81.65227,10-01-2026,6.87,
Andhra Pradesh,Eluru,Polavaram,Polavaram,17.25036,81.64590,10-01-2026,6.81,
Andhra Pradesh,Eluru,Unguturu,Rachuru,16.77608,81.42575,10-01-2026,2.35,
Andhra Pradesh,Guntur,Chebrole,Chebrolu,16.19964,80.52579,10-01-2026,1.15,
Andhra Pradesh,Guntur,Chebrole,Narakoduru,16.22566,80.51450,10-01-2026,2.68,
Andhra Pradesh,Guntur,Guntur,Guntur,16.29855,80.43185,10-01-2026,2.1,
Andhra Pradesh,Guntur,Kollipara,Kollipara,16.28664,80.74957,10-01-2026,1.67,
Andhra Pradesh,Guntur,Mangalagiri,Mangalagiri,16.42514,80.55836,10-01-2026,1.25,
Andhra Pradesh,Guntur,Medikonduru,Medikondur,16.34548,80.30237,10-01-2026,2.7,
Andhra Pradesh,Guntur,Pedanandipadu,Varagani,16.08508,80.32897,10-01-2026,0.5,
Andhra Pradesh,Guntur,Prathipadu,Prattipadu,16.18035,80.33181,10-01-2026,1.13,
Andhra Pradesh,Guntur,Tadikonda,Perecherla,16.31827,80.34617,10-01-2026,2.16,
Andhra Pradesh,Guntur,Tadikonda,Ponnekallu,16.40434,80.40218,10-01-2026,1.31,
Andhra Pradesh,Guntur,Tadikonda,Ravela,16.41808,80.34875,10-01-2026,1.73,
Andhra Pradesh,Guntur,Tadikonda,Tadikonda,16.37716,80.43512,10-01-2026,1.99,
Andhra Pradesh,Guntur,Tadikonda,Tadikonda,16.41654,80.45335,10-01-2026,1.14,
Andhra Pradesh,Guntur,Thullur,Mandhadam,16.51444,80.53159,10-01-2026,1.34,
Andhra Pradesh,Kakinada,Gollaprolu,Gollaprolu,17.15380,82.28640,10-01-2026,1.01,
Andhra Pradesh,Kakinada,Kakinada Rural,Fishing Horbour,16.98500,82.27570,10-01-2026,1.15,
Andhra Pradesh,Kakinada,Kakinada Rural,Indirapalem,16.96108,82.21297,10-01-2026,3.1,
Andhra Pradesh,Kakinada,Kakinada Rural,Kasinadhapuram,16.92480,82.23600,10-01-2026,1.15,
Andhra Pradesh,Kakinada,Kakinada Rural,Vakalpudi,17.01370,82.28350,10-01-2026,1,
Andhra Pradesh,Kakinada,Pithapuram,Pithapuram,17.10070,82.24620,10-01-2026,5.35,
Andhra Pradesh,Kakinada,Prathipadu,Dharmavaram,17.22700,82.22850,10-01-2026,3.15,
Andhra Pradesh,Kakinada,Prathipadu,Pratipadu,17.23020,82.19860,10-01-2026,1.47,
Andhra Pradesh,Kakinada,Sankhavaram,G. Kottapalli,17.30680,82.36550,10-01-2026,0.65,
Andhra Pradesh,Kakinada,Sankhavaram,Kattipudi,17.24290,82.33140,10-01-2026,2.4,
Andhra Pradesh,Kakinada,Thallarevu,Tallarevu,16.78280,82.23030,10-01-2026,1.95,
Andhra Pradesh,Kakinada,Thallarevu,Thurpet,16.75290,82.22890,10-01-2026,1.45,
Andhra Pradesh,Kakinada,Tuni,Hamsavaram,17.29210,82.49270,10-01-2026,1.15,
Andhra Pradesh,Kakinada,U.Kothapalle,Uppada,17.08050,82.33550,10-01-2026,0.61,
Andhra Pradesh,Krishna,Avanigadda,Avanigadda,16.02086,80.91149,10-01-2026,4.62,
Andhra Pradesh,Krishna,Bantumilli,Mallapparajgudem,16.40907,81.20812,10-01-2026,1.09,
Andhra Pradesh,Krishna,Bantumilli,Munjuluru,16.30920,81.21200,10-01-2026,2.04,
